1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131606","Benzo[g,h,i]perylene","NO","0000191242","191-24-2","40576","YES","PBT","NO","0","NO","NO","R","Pounds","0",".14",".2","0","0","0","0","0","0","0","0","0","0","0",".34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8",".9","0","0","0","0","0","3.7","0","0","0","0","0","0","0","0","0","0","10.4","0","0","0","0","10.4","0","14.1","4.04","0","0",".34","3.7","0","0","0","0","0","3","10.4","17.44","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131657","Copper  And Copper Compounds","YES","N100","N100","649491","NO","TRI","YES","1","NO","NO","R","Pounds","5","64","37","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","410","156","0","350","12","0","0","930","0","3300","6","0","0","3306","0","0","0","0","0","0","0","0","0","0","0","4236","1036","0","0","106","566","364","0","0","0","3306","0","0","4342","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131808","Naphthalene","NO","0000091203","91-20-3","13326","YES","TRI","NO","0","YES","NO","R","Pounds","460","160","0","0","0","0","0","0","0","0","0","0","0","0","620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","17","0","0","0","0","0","827","0","0","1","0","0","1","0","0","0","0","52","0","0","0","0","52","0","880","1447","0","0","620","827","0","0","0","0","1","7700","52","9200","","PRODUCTION","1.01"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131873","Tetrachloroethylene","NO","0000127184","127-18-4","34157","YES","TRI","NO","0","YES","NO","R","Pounds","1000",".0067","2","0","0","0","0","0","0","0","0","0","0","0","1002.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","5","1003.0067","0","0","1002.0067","1","0","0","0","0","0","0","4","1007.0067","","PRODUCTION","1.01"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131911","Xylene (mixed isomers)","NO","0001330207","1330-20-7","84970","YES","TRI","NO","0","NO","NO","R","Pounds","4900","3800","25","0","0","0","0","0","0","0","0","0","0","0","8725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","198","0","0","2","0","0","279","0","0","0","0","0","0","15","0","15","0","602","0","0","0","0","602","0","896","9004","0","0","8725","277","2","0","15","0","0","40000","602","49621","","PRODUCTION","1.01"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131745","Hydrogen cyanide","NO","0000074908","74-90-8","5140","NO","TRI","NO","0","NO","NO","R","Pounds","0","86000","0","0","0","0","0","0","0","0","0","0","0","0","86000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86000","0","0","86000","0","0","0","0","0","0","25000","0","111000","","PRODUCTION",".67"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131772","Lead  And Lead Compounds","YES","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","11","55","10","0","0","0","0","0","0","0","0","0","0","0","76","0","0","0","0","7.9","0","0","0","0","0","0","0","0","0","0","440","716.2","0","220","1.7","0","0","1385.8","0","0","370","0","0","370","0","0","0","0","0","0","0","0","0","0","0","1755.8","1461.8","0","0","76","1156.2","229.6","0","0","0","370","0","0","1831.8","","PRODUCTION",".86"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131707","Dioxin and dioxin-like compounds","NO","N150","N150","755371","YES","Dioxin","NO","0","YES","NO","R","Grams",".09246",".02754",".2061","0","0","0","0","0","0","0","0","0","0","0",".3261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".028612","0","0","0","0","0",".028612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".028612",".354712","0","0",".3261",".028612","0","0","0","0","0","0","0",".354712","","PRODUCTION","1.01"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131695","Diethanolamine","NO","0000111422","111-42-2","27516","YES","TRI","NO","0","NO","NO","R","Pounds","3000",".85","0","0","0","0","0","0","0","0","0","0","0","0","3000.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","26","3025.85","0","0","3000.85","25","0","0","0","0","0","190000","1","193026.85","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131733","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","NO","0007647010","7647-01-0","152231","YES","TRI","NO","0","NO","NO","R","Pounds","0","13000","0","0","0","0","0","0","0","0","0","0","0","0","13000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13000","0","0","13000","0","0","0","0","0","0","320000","0","333000","","PRODUCTION","1.01"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131810","Nickel  And Nickel Compounds","YES","N495","N495","650036","YES","TRI","YES","1","YES","NO","R","Pounds","17","230","320","0","0","0","0","0","0","0","0","0","0","0","567","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","380","1273","0","600","16","0","0","2270","0","60600","130","0","0","60730","0","0","0","0","0","0","0","0","0","0","0","63000","2837","0","0","567","1653","617","0","0","0","60730","0","0","63567","","PRODUCTION",".67"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131644","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)","YES","N090","N090","649475","YES","TRI","YES","1","NO","NO","R","Pounds","7","100","49","0","0","0","0","0","0","0","0","0","0","0","156","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","440","635","0","120","4","0","0","1202","0","0","11","0","0","11","0","0","0","0","0","0","0","0","0","0","0","1213","1358","0","0","156","1075","127","0","0","0","11","0","0","1369","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131822","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","NO","N511","N511","649616","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","34000","0","0","0","0","0","0","0","0","0","0","0","34000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34000","0","0","34000","0","0","0","0","0","0","0","0","34000","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131935","n-Hexane","NO","0000110543","110-54-3","26740","YES","TRI","NO","0","NO","NO","R","Pounds","1600","2300","0","0","0","0","0","0","0","0","0","0","0","0","3900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","95","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","1409","0","0","0","0","1409","0","1568","4059","0","0","3900","159","0","0","0","0","0","6500","1409","11968","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131632","Carbon disulfide","NO","0000075150","75-15-0","5348","YES","TRI","NO","0","NO","NO","R","Pounds","47","910","0","0","0","0","0","0","0","0","0","0","0","0","957","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","221","0","0","0","0","221","0","221","957","0","0","957","0","0","0","0","0","0","0","221","1178","","PRODUCTION","1.17"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131923","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","1","1400","362","0","0","0","0","0","0","0","0","0","0","0","1763","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","1600","2415","0","1500","27","0","0","5555","0","240","28","0","0","268","0","0","0","0","0","0","0","0","0","0","0","5823","7318","0","0","1763","4015","1540","0","0","0","268","0","0","7586","","PRODUCTION",".83"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131568","1,2-Dibromoethane","NO","0000106934","106-93-4","23986","YES","TRI","NO","0","YES","NO","R","Pounds","1","35","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","38","0","0","36","2","0","0","0","0","0","0","1","39","","PRODUCTION",".86"
"2020","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NAD83","CHEVRON CORP","001382555","CHEVRON CORP","NO","324","Petroleum","","","","","","","","","","","","","1320219131719","Ethylbenzene","NO","0000100414","100-41-4","19406","YES","TRI","NO","0","YES","NO","R","Pounds","970","1400","1","0","0","0","0","0","0","0","0","0","0","0","2371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","40","0","0","0","0","0","43","0","0","0","0","0","0","3","0","3","0","167","0","0","0","0","167","0","213","2414","0","0","2371","43","0","0","3","0","0","40000","167","42584","","PRODUCTION","1.01"
"2020","91350HSNCX23119","110000476958","HASA INC","23119 DRAYTON ST","SANTA CLARITA","LOS ANGELES","CA","91350","","","34.411667","-118.539722","NAD83","NA","","HASA INC","NO","325","Chemicals","","","","","","","","","","","","","1320218641621","Chlorine","NO","0007782505","7782-50-5","154328","YES","TRI","NO","0","NO","NO","R","Pounds","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","","PRODUCTION",".99"
"2020","95971SRRPC1538L","110001199569","SIERRA PACIFIC INDUSTRIES QUINCY DIV","1538 LEE RD","QUINCY","PLUMAS","CA","95971","","","39.93909","-120.91127","NAD83","SIERRA PACIFIC INDUSTRIES","047403696","SIERRA PACIFIC INDUSTRIES","NO","321","Wood Products","","","","","","","","","","","","","1320219091776","Lead  And Lead Compounds","YES","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","2.3","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0","0","2.3","0","0","0","0","0","0","0","0","2.3","","ACTIVITY","1"
"2020","95971SRRPC1538L","110001199569","SIERRA PACIFIC INDUSTRIES QUINCY DIV","1538 LEE RD","QUINCY","PLUMAS","CA","95971","","","39.93909","-120.91127","NAD83","SIERRA PACIFIC INDUSTRIES","047403696","SIERRA PACIFIC INDUSTRIES","NO","321","Wood Products","","","","","","","","","","","","","1320219091752","Ammonia","NO","0007664417","7664-41-7","152389","NO","TRI","NO","0","NO","NO","R","Pounds","0","29680","0","0","0","0","0","0","0","0","0","0","0","0","29680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29680","0","0","29680","0","0","0","0","0","0","0","0","29680","","ACTIVITY","1"
"2020","95971SRRPC1538L","110001199569","SIERRA PACIFIC INDUSTRIES QUINCY DIV","1538 LEE RD","QUINCY","PLUMAS","CA","95971","","","39.93909","-120.91127","NAD83","SIERRA PACIFIC INDUSTRIES","047403696","SIERRA PACIFIC INDUSTRIES","NO","321","Wood Products","","","","","","","","","","","","","1320219091764","Dioxin and dioxin-like compounds","NO","N150","N150","755371","YES","Dioxin","NO","0","YES","NO","R","Grams","0",".55","0","0","0","0","0","0","0","0","0","0","0","0",".55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".55","0","0",".55","0","0","0","0","0","0","0","0",".55","","ACTIVITY","1"
"2020","92641GDWNC12361","110000479973","GOODWIN CO","12361 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.783","-118.0058","NAD83","GOODWIN CO","008291445","GOODWIN CO","NO","325","Chemicals","","","","","","","","","","","","","1320218819237","Methanol","NO","0000067561","67-56-1","4283","YES","TRI","NO","0","NO","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","5","10","0","0","10","0","0","0","0","0","0","0","5","15","","ACTIVITY",".54"
"2020","92641GDWNC12361","110000479973","GOODWIN CO","12361 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.783","-118.0058","NAD83","GOODWIN CO","008291445","GOODWIN CO","NO","325","Chemicals","","","","","","","","","","","","","1320218819201","Certain glycol ethers","NO","N230","N230","649541","YES","TRI","NO","0","NO","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","","ACTIVITY","1.32"
"2020","92641GDWNC12361","110000479973","GOODWIN CO","12361 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.783","-118.0058","NAD83","GOODWIN CO","008291445","GOODWIN CO","NO","325","Chemicals","","","","","","","","","","","","","1320219372202","Poly(difluoromethylene), &alpha;,&alpha;&apos;-[phosphinicobis(oxy-2,1-ethanediyl)]bis[&omega;-fluoro-, ammonium salt","NO","0065530703","65530-70-3","348615","NO","TRI","NO","0","NO","YES","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","","ACTIVITY","2.16"
"2020","92641GDWNC12361","110000479973","GOODWIN CO","12361 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.783","-118.0058","NAD83","GOODWIN CO","008291445","GOODWIN CO","NO","325","Chemicals","","","","","","","","","","","","","1320218819225","Ethylene glycol","NO","0000107211","107-21-1","24257","YES","TRI","NO","0","NO","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","5","10","0","0","10","0","0","0","0","0","0","0","5","15","","ACTIVITY",".94"
"2020","92641GDWNC12361","110000479973","GOODWIN CO","12361 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.783","-118.0058","NAD83","GOODWIN CO","008291445","GOODWIN CO","NO","325","Chemicals","","","","","","","","","","","","","1320219372214","Poly(difluoromethylene), &alpha;-fluoro-&omega;-[2-(phosphonooxy)ethyl]-, diammonium salt","NO","0065530725","65530-72-5","348631","NO","TRI","NO","0","NO","YES","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","","ACTIVITY","2.16"
"2020","90241KFFBR8247P","110000474424","K F FIBERGLASS INC","8247 PHLOX ST","DOWNEY","LOS ANGELES","CA","90241","","","33.939","-118.13574","NAD83","NA","","NA","NO","336","Transportation Equipment","","","","","","","","","","","","","1320218647941","Styrene","NO","0000100425","100-42-5","19414","YES","TRI","NO","0","YES","NO","R","Pounds","541","8479","0","0","0","0","0","0","0","0","0","0","0","0","9020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9020","0","0","9020","0","0","0","0","0","0","0","0","9020","","PRODUCTION","1.03"
"2020","90220TCHMR18420","110002787770","TECHMER PM LLC","18420 S LAUREL PARK RD","RANCHO DOMINGUEZ","LOS ANGELES","CA","90220","","","33.86342","-118.21956","NAD83","TECHMER PM LLC","148474216","TECHMER PM LLC","NO","325","Chemicals","","","","","","","","","","","","","1320219336397","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".7"
"2020","90220TCHMR18420","110002787770","TECHMER PM LLC","18420 S LAUREL PARK RD","RANCHO DOMINGUEZ","LOS ANGELES","CA","90220","","","33.86342","-118.21956","NAD83","TECHMER PM LLC","148474216","TECHMER PM LLC","NO","325","Chemicals","","","","","","","","","","","","","1320219336359","Barium compounds (except for barium sulfate (CAS No. 7727-43-7))","NO","N040","N040","649426","NO","TRI","NO","3","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90220TCHMR18420","110002787770","TECHMER PM LLC","18420 S LAUREL PARK RD","RANCHO DOMINGUEZ","LOS ANGELES","CA","90220","","","33.86342","-118.21956","NAD83","TECHMER PM LLC","148474216","TECHMER PM LLC","NO","325","Chemicals","","","","","","","","","","","","","1320219336373","Cobalt compounds","NO","N096","N096","649970","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","93021NTNLR1395E","110020516949","NATIONAL READY MIX CONCRETE CO","13950 PRINCETON AVE","MOORPARK","VENTURA","CA","93021","","","34.287554","-118.868042","NAD83","NATIONAL CEMENT","NA","NATIONAL CEMENT","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218655001","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.7","0","0","15.7","0","0","0","0","0","0","0","0","0","0","0","15.7","0","0","0","0","0","0","0","0","0","15.7","0","0","15.7","","PRODUCTION","1.07"
"2020","90220TCHMR18420","110002787770","TECHMER PM LLC","18420 S LAUREL PARK RD","RANCHO DOMINGUEZ","LOS ANGELES","CA","90220","","","33.86342","-118.21956","NAD83","TECHMER PM LLC","148474216","TECHMER PM LLC","NO","325","Chemicals","","","","","","","","","","","","","1320219336361","Chromium compounds (except for chromite ore mined in the Transvaal Region)","NO","N090","N090","649475","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9458WCMXCN9WHIP","110060257662","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT","900 WHIPPLE ROAD","UNION CITY","ALAMEDA","CA","94587","","","37.60597","-122.03021","NAD83","CEMEX INC","189840945","CEMEX INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219306331","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".97"
